,ticker,name,website,headquarter,employees,industry,type,source
931,MRVGF,Mirvac Group Stapled Securities,http://www.mirvac.com,"200 George Street Level 28 Sydney, NSW 2000 Australia 61 2 9080 8000 http://www.mirvac.com",1416,,,yahoo
932,X,United States Steel Corporation,http://www.ussteel.com,"600 Grant Street Pittsburgh, PA 15219-2800 United States 412-433-1121 http://www.ussteel.com",23350,Steel,,yahoo
933,CHE,Chemed Corporation,http://www.chemed.com,"255 East Fifth Street Suite 2600 Cincinnati, OH 45202-4726 United States 513 762 6690 http://www.chemed.com",15544,Medical Care Facilities,,yahoo
934,OTLY,Oatly Group AB,http://www.oatly.com,Jagaregatan 4 MalmÃ¶ 211 19 Sweden 46 4 18 47 55 00 http://www.oatly.com,1738,Beverages—Non-Alcoholic,,yahoo
935,FNMAT,Federal National Mortgage Association,http://www.fanniemae.com,"Midtown Center 1100 15th Street, NW Washington, DC 20005 United States 800 232 6643 http://www.fanniemae.com",7700,Mortgage Finance,,yahoo
936,OLMIF,Olam International Limited,http://www.olamgroup.com,No. 20-01 Marina One East Tower 7 Straits View Singapore 018936 Singapore 65 6339 4100 http://www.olamgroup.com,39192,Food Distribution,,yahoo
937,FPRUF,Fraport AG,http://www.fraport.com,Frankfurt Airport Services Worldwide Frankfurt am Main 60547 Germany 49 69 690 0 http://www.fraport.com,18249,Airports & Air Services,,yahoo
938,KKKUF,"Kakaku.com, Inc.",http://www.kakaku.com,Digital Gate Building 3-5-7 Ebisu Minami Shibuya-ku Tokyo 150-0022 Japan  http://www.kakaku.com,1172,Telecom Services,,yahoo
939,CTPZY,CTEEP - Companhia de Transmissão de Energia Elétrica Paulista,http://www.isacteep.com.br,"Av. das NaCOes Unidas, 14,171 Crystal Tower SÃ£o Paulo, SP 04794-000 Brazil 55 11 3138 7407 http://www.isacteep.com.br",1400,Utilities—Regulated Electric,,yahoo
940,AXS-PE,AXIS Capital Holdings Limited,http://www.axiscapital.com,AXIS House 92 Pitts Bay Road Pembroke HM 08 Bermuda 441-496-2600 http://www.axiscapital.com,1921,Insurance—Property & Casualty,,yahoo
941,BAK,Braskem S.A.,http://www.braskem.com.br,"Rua Eteno, 1561 Polo Petroquimico de Camacari ButantA CamaÃ§ari, BA 42810-000 Brazil 55 71 3413 2102 http://www.braskem.com.br",0,Chemicals,,yahoo
942,TOKUY,Tokyu Corporation,http://www.tokyu.co.jp,5-6 Nampeidai-cho Shibuya-ku Tokyo 150-8511 Japan 81 3 3477 0109 http://www.tokyu.co.jp,24655,Railroads,,yahoo
943,HULCF,"Hulic Co., Ltd.",http://www.hulic.co.jp,7-3 Nihonbashi Odenmacho Chuo-ku Tokyo Japan 81 3 5623 8100 http://www.hulic.co.jp,1934,,,yahoo
944,EVR,Evercore Inc.,http://www.evercore.com,"55 East 52nd Street New York, NY 10055 United States 212-857-3100 http://www.evercore.com",1950,Capital Markets,,yahoo
945,HINOF,"Hino Motors, Ltd.",http://www.hino.co.jp,1-1 Hinodai 3-chome Hino 191-8660 Japan 81 4 2586 5111 http://www.hino.co.jp,34527,,,yahoo
946,BGAOF,Proximus PLC,http://www.proximus.com,"Proximus Towers Boulevard du Roi Albert II, 27 B Brussels 1030 Belgium 32 2 202 41 11 http://www.proximus.com",11484,Telecom Services,,yahoo
947,PRBZF,Premium Brands Holdings Corporation,http://www.premiumbrandsholdings.com,"100 - 10991 Shellbridge Way Richmond, BC V6X 3C6 Canada 604 656 3100 http://www.premiumbrandsholdings.com",0,Packaged Foods,,yahoo
948,HTCMY,"Hitachi Construction Machinery Co., Ltd.",http://www.hitachicm.com/global,"2-16-1, Higashiueno Taito-ku Tokyo 110-0015 Japan 81 3 5826 8100 http://www.hitachicm.com/global",24873,Farm & Heavy Construction Machinery,,yahoo
949,DUAVF,Dassault Aviation SA,http://www.dassault-aviation.com,"9, Rond-Point des Champs-ElysÃ©es Marcel Dassault Paris 75008 France 33 1 53 76 93 00 http://www.dassault-aviation.com",12441,Aerospace & Defense,,yahoo
950,IWBB,"IWEB, Inc.",http://tingomobile.com.ng,"43 West 23rd Street New York, NY 10010 United States 646-847-0144 http://tingomobile.com.ng",0,Software—Infrastructure,,yahoo
951,BKRIF,Bank Of Ireland Group plc,http://www.bankofireland.com,40 Mespil Road Dublin 4 Ireland 353 1 661 5933 http://www.bankofireland.com,9211,Banks—Regional,,yahoo
952,AANNF,Aroundtown SA,http://www.aroundtown.de,"40, Rue du CurÃ© Luxembourg City 1368 Luxembourg 352 288 313 http://www.aroundtown.de",711,Real Estate Services,,yahoo
953,CERT,"Certara, Inc.",http://www.certara.com,"100 Overlook Center Suite 101 Princeton, NJ 08540 United States 609 716 7900 http://www.certara.com",846,Biotechnology,,yahoo
954,HWDJY,Howden Joinery Group Plc,http://www.howdenjoinerygroupplc.com,40 Portman Square London W1H 6LT United Kingdom 44 20 7535 1110 http://www.howdenjoinerygroupplc.com,10004,"Furnishings, Fixtures & Appliances",,yahoo
955,CCOEY,"Capcom Co., Ltd.",http://www.capcom.co.jp,3-1-3 Uchihirano-machi Chuo-ku Osaka 540-0037 Japan 81 6 6920 3600 http://www.capcom.co.jp,3152,Electronic Gaming & Multimedia,,yahoo
956,PCG-PH,Pacific Gas and Electric Company,http://www.pge.com,"77 Beale Street PO Box 770000 San Francisco, CA 94177 United States 415 973 7000 http://www.pge.com",23992,,,yahoo
957,MMS,"MAXIMUS, Inc.",http://www.maximus.com,"1891 Metro Center Drive Reston, VA 20190 United States 703 251 8500 http://www.maximus.com",35800,Specialty Business Services,,yahoo
958,PENN,"Penn National Gaming, Inc.",http://www.pngaming.com,"825 Berkshire Boulevard Suite 200 Wyomissing, PA 19610 United States 610-373-2400 http://www.pngaming.com",18321,Resorts & Casinos,,yahoo
959,CRCT,"Cricut, Inc.",http://www.cricut.com,"10855 South River Front Parkway South Jordan, UT 84095 United States 385-351-0633 http://www.cricut.com",640,Computer Hardware,,yahoo
960,RXEEY,Rexel S.A.,http://www.rexel.com,"13, Boulevard du Fort de Vaux Cedex 17 Cedex 17 Paris 75838 France 33 1 42 85 85 00 http://www.rexel.com",24469,Industrial Distribution,,yahoo
961,IIPR,"Innovative Industrial Properties, Inc.",http://www.innovativeindustrialproperties.com,"11440 West Bernardo Court Suite 220 San Diego, CA 92127 United States 858-997-3332 http://www.innovativeindustrialproperties.com",19,REIT—Industrial,,yahoo
962,GNTX,Gentex Corporation,http://www.gentex.com,"600 North Centennial Street Zeeland, MI 49464 United States 616 772 1800 http://www.gentex.com",5303,Auto Parts,,yahoo
963,ROYMF,Royal Mail plc,http://www.royalmailgroup.com,185 Farringdon Road London EC1A 1AA United Kingdom  http://www.royalmailgroup.com,169313,Integrated Freight & Logistics,,yahoo
964,MTH,Meritage Homes Corporation,http://www.meritagehomes.com,"8800 East Raintree Drive Suite 300 Scottsdale, AZ 85260 United States 480 515 8100 http://www.meritagehomes.com",1570,Residential Construction,,yahoo
965,ESLT,Elbit Systems Ltd.,http://www.elbitsystems.com,Advanced Technology Center Haifa 3100401 Israel 972 77 294 5315 http://www.elbitsystems.com,16676,Aerospace & Defense,,yahoo
966,HTA,"Healthcare Trust of America, Inc.",http://www.htareit.com,"16435 North Scottsdale Road Suite 320 Scottsdale, AZ 85254 United States 480-998-3478 http://www.htareit.com",333,REIT—Healthcare Facilities,,yahoo
967,HFC,HollyFrontier Corporation,http://www.hollyfrontier.com,"2828 North Harwood Suite 1300 Dallas, TX 75201 United States 214 871 3555 http://www.hollyfrontier.com",3891,Oil & Gas Refining & Marketing,,yahoo
968,AEO,"American Eagle Outfitters, Inc.",http://www.aeo-inc.com,"77 Hot Metal Street Pittsburgh, PA 15203-2329 United States 412 432 3300 http://www.aeo-inc.com",35000,Apparel Retail,,yahoo
969,BB,BlackBerry Limited,http://www.blackberry.com,"2200 University Avenue East Waterloo, ON N2K 0A7 Canada  http://www.blackberry.com",3497,Software—Infrastructure,,yahoo
970,INCZY,Incitec Pivot Limited,http://www.incitecpivot.com.au,"28 Freshwater Place Level 8 Southbank, VIC 3006 Australia 61 3 8695 4400 http://www.incitecpivot.com.au",5000,Specialty Chemicals,,yahoo
971,IONQ,"IonQ, Inc.",http://www.ionq.com,"4505 Campus Drive College Park, MD 20740 United States 301 298 7997 http://www.ionq.com",66,Computer Hardware,,yahoo
972,ESI,Element Solutions Inc,http://www.elementsolutionsinc.com,"500 East Broward Boulevard Suite 1860 Fort Lauderdale, FL 33394 United States 561 207 9600 http://www.elementsolutionsinc.com",4400,Specialty Chemicals,,yahoo
973,AUCOY,Polymetal International plc,http://www.polymetalinternational.com,Prospect Narodnogo Opolcheniya 2 Saint Petersburg 198216 Russia 7 812 334 3666 http://www.polymetalinternational.com,13062,Other Precious Metals & Mining,,yahoo
974,STL,Sterling Bancorp,http://www.sterlingbancorp.com,"Two Blue Hill Plaza Second Floor Pearl River, NY 10965 United States 845 369 8040 http://www.sterlingbancorp.com",1460,Banks—Regional,,yahoo
975,WLL,Whiting Petroleum Corporation,http://www.whiting.com,"1700 Lincoln Street Suite 4700 Denver, CO 80203-4547 United States 303 837 1661 http://www.whiting.com",405,Oil & Gas E&P,,yahoo
976,UTHR,United Therapeutics Corporation,http://www.unither.com,"1040 Spring Street Silver Spring, MD 20910 United States 301 608 9292 http://www.unither.com",950,Biotechnology,,yahoo
977,WWD,"Woodward, Inc.",http://www.woodward.com,"1081 Woodward Way Fort Collins, CO 80524 United States 970 482 5811 http://www.woodward.com",7200,Aerospace & Defense,,yahoo
978,CIG-C,Companhia Energética de Minas Gerais,http://www.cemig.com.br,"Avenida Barbacena, 1200 Belo Horizonte, MG 30190-131 Brazil 55 31 3506 5024 http://www.cemig.com.br",5102,Utilities—Diversified,,yahoo
979,FLYW,Flywire Corporation,http://www.flywire.com,"141 Tremont Street 10th Floor Boston, MA 02111 United States 617 329 4524 http://www.flywire.com",433,Information Technology Services,,yahoo
980,IAA,"IAA, Inc.",http://www.iaai.com,"Two Westbrook Corporate Center 10th Floor Suite 500 Westchester, IL 60154 United States 708 492 7000 http://www.iaai.com",3604,Specialty Business Services,,yahoo
981,BXMT,"Blackstone Mortgage Trust, Inc.",http://www.blackstonemortgagetrust.com,"345 Park Avenue 15th Floor New York, NY 10154 United States 212-655-0220 http://www.blackstonemortgagetrust.com",0,REIT—Mortgage,,yahoo
982,NEA,Nuveen AMT-Free Quality Municipal Income Fund,http://www.nuveen.com/CEF/Product/Overview.aspx?fundcode=NEA,"333 West Wacker Drive Chicago, IL 60606 United States 312-917-7700 http://www.nuveen.com/CEF/Product/Overview.aspx?fundcode=NEA",0,Asset Management,,yahoo
983,HKUOF,Hakuhodo DY Holdings Inc,http://www.hakuhodody-holdings.co.jp,Akasaka Biz Tower 5-3-1 Akasaka Minato-ku Tokyo 107-6320 Japan 81 3 6441 9033 http://www.hakuhodody-holdings.co.jp,24775,Advertising Agencies,,yahoo
984,MUSA,Murphy USA Inc.,http://www.murphyusa.com,"200 Peach Street El Dorado, AR 71730-5836 United States 870 875 7600 http://www.murphyusa.com",15000,Specialty Retail,,yahoo
985,DITTF,"Daito Trust Construction Co.,Ltd.",http://www.kentaku.co.jp,"2-16-1, Konan Minato-ku Tokyo 108-8211 Japan 81 3 6718 9111 http://www.kentaku.co.jp",17865,Real Estate—Diversified,,yahoo
986,PSO,Pearson plc,http://www.pearson.com,80 Strand London WC2R 0RL United Kingdom 44 20 7010 2000 http://www.pearson.com,20000,Publishing,,yahoo
987,PAA,"Plains All American Pipeline, L.P.",http://www.plainsallamerican.com,"333 Clay Street Suite 1600 Houston, TX 77002 United States 713 646 4100 http://www.plainsallamerican.com",4400,Oil & Gas Midstream,,yahoo
988,FNMAH,Federal National Mortgage Association,http://www.fanniemae.com,"Midtown Center 1100 15th Street, NW Washington, DC 20005 United States 800 232 6643 http://www.fanniemae.com",7700,Mortgage Finance,,yahoo
989,SON,Sonoco Products Company,http://www.sonoco.com,"1 North Second Street Hartsville, SC 29550 United States 843 383 7000 http://www.sonoco.com",19000,Packaging & Containers,,yahoo
990,CDNAF,"Canadian Tire Corporation, Limited",http://www.corp.canadiantire.ca,"2180 Yonge Street PO Box 770 Station K Toronto, ON M4P 2V8 Canada 416 480 3000 http://www.corp.canadiantire.ca",13399,Specialty Retail,,yahoo
991,NRZ,New Residential Investment Corp.,http://www.newresi.com,"1345 Avenue Of The Americas 45th Floor New York, NY 10105 United States 212 798 3150 http://www.newresi.com",12746,REIT—Mortgage,,yahoo
992,WKCMF,Wacker Chemie AG,http://www.wacker.com,Hanns-Seidel-Platz 4 Munich 81737 Germany 49 89 6279 0 http://www.wacker.com,14283,Specialty Chemicals,,yahoo
993,HLF,Herbalife Nutrition Ltd.,http://www.herbalife.com,"PO Box 80210 Los Angeles, CA 90080-0210 United States  http://www.herbalife.com",9900,Packaged Foods,,yahoo
994,CNVVY,Convatec Group Plc,http://www.convatecgroup.com,3 Forbury Place 23 Forbury Road Reading RG1 3JH United Kingdom 44 11 8952 8100 http://www.convatecgroup.com,9914,Medical Instruments & Supplies,,yahoo
995,AM,Antero Midstream Corporation,http://www.anteromidstream.com,"1615 Wynkoop Street Denver, CO 80202 United States 303 357 7310 http://www.anteromidstream.com",522,Oil & Gas Midstream,,yahoo
996,CCCS,CCC Intelligent Solutions Holdings Inc.,http://www.cccis.com,"222 Merchandise Mart Plaza Suite 900 Chicago, IL 60654 United States 800 621 8070 http://www.cccis.com",2350,Software—Infrastructure,,yahoo
997,MGPUF,M&G plc,http://www.mandgplc.com,10 Fenchurch Avenue London EC3M 5AG United Kingdom 44 20 7626 4588 http://www.mandgplc.com,5961,Asset Management,,yahoo
998,SMTC,Semtech Corporation,http://www.semtech.com,"200 Flynn Road Camarillo, CA 93012-8790 United States 805 498 2111 http://www.semtech.com",1394,Semiconductors,,yahoo
999,BEPC,Brookfield Renewable Corporation,http://bep.brookfield.com/bepc,"250 Vesey Street 15th Floor New York, NY 10281-1023 United States 212 417 7000 http://bep.brookfield.com/bepc",1890,Utilities—Renewable,,yahoo
1000,ELRXF,AB Electrolux (publ),http://www.electroluxgroup.com,S:t Goransgatan 143 Stadshagen Stockholm 105 45 Sweden 46 87 38 60 00 http://www.electroluxgroup.com,48000,"Furnishings, Fixtures & Appliances",,yahoo
1001,MC,Moelis & Company,http://www.moelis.com,"399 Park Avenue 5th Floor New York, NY 10022 United States 212-883-3800 http://www.moelis.com",897,Capital Markets,,yahoo
1002,FCNCA,"First Citizens BancShares, Inc.",http://www.firstcitizens.com,"4300 Six Forks Road Raleigh, NC 27609 United States 919 716 7000 http://www.firstcitizens.com",6451,Banks—Regional,,yahoo
1003,GTBIF,Green Thumb Industries Inc.,http://www.gtigrows.com,"325 West Huron Street Suite 700 Chicago, IL 60654 United States 312 471 6720 http://www.gtigrows.com",3400,Drug Manufacturers—Specialty & Generic,,yahoo
1004,BRTHF,"Brother Industries, Ltd.",http://global.brother,"15-1, Naeshiro-cho Mizuho-ku Nagoya 467-8561 Japan 81 5 2824 2511 http://global.brother",38741,Business Equipment & Supplies,,yahoo
1005,CWK,Cushman & Wakefield plc,http://www.cushmanwakefield.com,125 Old Broad Street London EC2N 1AR United Kingdom 44 20 3296 3000 http://www.cushmanwakefield.com,50000,Real Estate Services,,yahoo
1006,INMD,InMode Ltd.,http://www.inmodemd.com,Tavor Building Shaâar Yokneam PO Box 533 Yokne'am 2069206 Israel 972 4 909 6313 http://www.inmodemd.com,311,Medical Devices,,yahoo
1007,PSB,"PS Business Parks, Inc.",http://www.psbusinessparks.com,"701 Western Avenue Glendale, CA 91201 United States 818-244-8080 http://www.psbusinessparks.com",155,REIT—Diversified,,yahoo
1008,KTWIF,Kurita Water Industries Ltd.,http://www.kurita.co.jp,"Nakano Central Park East 10-1, Nakano 4-Chome Nakano-ku Tokyo 164-0001 Japan 81 3 6743 5000 http://www.kurita.co.jp",7465,Pollution & Treatment Controls,,yahoo
1009,CCDBF,CCL Industries Inc.,http://www.cclind.com,"111 Gordon Baker Road Suite 801 Toronto, ON M2H 3R1 Canada 416 756 8500 http://www.cclind.com",22200,Packaging & Containers,,yahoo
1010,IESFY,Interconexión Eléctrica S.A. E.S.P.,http://www.isa.co,Calle 12 sur NÂ° 18 -168 MedellÃ­n Colombia 57 4 325 2270 http://www.isa.co,4000,Utilities—Regulated Electric,,yahoo
1011,SHI,Sinopec Shanghai Petrochemical Company Limited,http://www.spc.com.cn,48 Jinyi Road Jinshan District Shanghai 200540 China 86 21 5794 1941 http://www.spc.com.cn,8466,Oil & Gas Refining & Marketing,,yahoo
1012,TENB,"Tenable Holdings, Inc.",http://www.tenable.com,"6100 Merriweather Drive Columbia, MD 21044 United States 410 872 0555 http://www.tenable.com",1367,Software—Infrastructure,,yahoo
1013,NTNX,"Nutanix, Inc.",http://www.nutanix.com,"1740 Technology Drive Suite 150 San Jose, CA 95110 United States 408 216 8360 http://www.nutanix.com",6080,Software—Infrastructure,,yahoo
1014,ODERF,"Odakyu Electric Railway Co., Ltd.",http://www.odakyu.jp,"1-8-3, Nishi-Shinjuku Shinjuku-ku Tokyo 160-8309 Japan 81 3 3349 2526 http://www.odakyu.jp",13960,Railroads,,yahoo
1015,BLRDF,BillerudKorsnäs AB (publ),http://www.billerudkorsnas.com,Evenemangsgatan 17 PO Box 703 Solna 169 27 Sweden 46 8 55 33 35 00 http://www.billerudkorsnas.com,4398,,,yahoo
1016,VOPKF,Koninklijke Vopak N.V.,http://www.vopak.com,Westerlaan 10 Rotterdam 3016 CK Netherlands 31 10 400 2911 http://www.vopak.com,3713,Oil & Gas Equipment & Services,,yahoo
1017,EVBG,"Everbridge, Inc.",http://www.everbridge.com,"25 Corporate Drive Suite 400 Burlington, MA 01803 United States 818 230 9700 http://www.everbridge.com",1730,Software—Application,,yahoo
1018,IFSUF,Infrastrutture Wireless Italiane S.p.A.,http://www.inwit.it,"Piazza Trento, 10 Rome, RM 00198 Italy 39 06 44 08 43 30 http://www.inwit.it",241,,,yahoo
1019,DWVYF,Derwent London Plc,http://www.derwentlondon.com,25 Savile Row London W1S 2ER United Kingdom 44-20-76593000 http://www.derwentlondon.com,154,REIT—Office,,yahoo
1020,JMPLY,Johnson Matthey Plc,http://www.matthey.com,25 Farringdon Street 5th Floor London EC4A 4AB United Kingdom 44 20 7269 8400 http://www.matthey.com,13258,Specialty Chemicals,,yahoo
1021,EGP,"EastGroup Properties, Inc.",http://www.eastgroup.net,"400 West Parkway Place Suite 100 Ridgeland, MS 39157 United States 601-354-3555 http://www.eastgroup.net",79,REIT—Industrial,,yahoo
1022,SUMCF,Sumco Corporation,http://www.sumcosi.com,"Seavans North 1-2-1, Shibaura Minato-ku Tokyo 105-8634 Japan 81 3 5444 0808 http://www.sumcosi.com",8199,Semiconductor Equipment & Materials,,yahoo
1023,DIFTY,Daito Trust Construction Co. Ltd.,http://www.kentaku.co.jp,"2-16-1, Konan Minato-ku Tokyo 108-8211 Japan 81 3 6718 9111 http://www.kentaku.co.jp",17865,Real Estate—Diversified,,yahoo
1024,MCW,"Mister Car Wash, Inc.",http://mistercarwash.com,"222 East 5th Street Tucson, AZ 85705 United States 520 615 4000 http://mistercarwash.com",6392,Personal Services,,yahoo
1025,XPO,"XPO Logistics, Inc.",http://www.xpo.com,"Five American Lane Greenwich, CT 06831 United States 855 976 6951 http://www.xpo.com",42000,Integrated Freight & Logistics,,yahoo
1026,MBT,Public Joint-Stock Company Mobile TeleSystems,http://www.ir.mts.ru,"Building 2 5, Vorontsovskaya Street Moscow 109147 Russia 7 4952 23 20 25 http://www.ir.mts.ru",0,Telecom Services,,yahoo
1027,KT,KT Corporation,http://www.kt.com,"90, Buljeong-ro Bundang-gu Seongnam 13606 South Korea 82 3 1727 0114 http://www.kt.com",0,Telecom Services,,yahoo
1028,ACHC,"Acadia Healthcare Company, Inc.",http://www.acadiahealthcare.com,"6100 Tower Circle Suite 1000 Franklin, TN 37067 United States 615-861-6000 http://www.acadiahealthcare.com",28600,Medical Care Facilities,,yahoo
1029,VOPKY,Koninklijke Vopak N.V.,http://www.vopak.com,Westerlaan 10 Rotterdam 3016 CK Netherlands 31 10 400 2911 http://www.vopak.com,3713,Oil & Gas Equipment & Services,,yahoo
1030,OSTK,"Overstock.com, Inc.",http://www.overstock.com,"799 West Coliseum Way Midvale, UT 84047 United States 801-947-3100 http://www.overstock.com",1750,Internet Retail,,yahoo
1031,ACSAY,"ACS, Actividades de Construcción y Servicios, S.A.",http://www.grupoacs.com,"Avenida de Pio XII, 102 Madrid 28036 Spain 34 91 3439200 http://www.grupoacs.com",120130,Engineering & Construction,,yahoo
1032,SR-PA,Spire Inc.,http://www.spireenergy.com,"700 Market Street 4th Floor Saint Louis, MO 63101 United States 314 342 0500 http://www.spireenergy.com",3710,Utilities—Regulated Gas,,yahoo
1033,FYBR,"Frontier Communications Parent, Inc.",http://www.frontier.com,"401 Merritt 7 Norwalk, CT 06851 United States 203 614 5600 http://www.frontier.com",15803,Telecom Services,,yahoo
1034,ELY,Callaway Golf Company,http://www.callawaygolf.com,"2180 Rutherford Road Carlsbad, CA 92008 United States 760 931 1771 http://www.callawaygolf.com",4200,Leisure,,yahoo
1035,COHR,"Coherent, Inc.",http://www.coherent.com,"5100 Patrick Henry Drive Santa Clara, CA 95054 United States 408 764 4000 http://www.coherent.com",0,Scientific & Technical Instruments,,yahoo
1036,KRNT,Kornit Digital Ltd.,http://www.kornit.com,12 Ha`Amal Street Afek Park Rosh Haayin 4809246 Israel 972 3 908 5800 http://www.kornit.com,672,Specialty Industrial Machinery,,yahoo
1037,BE,Bloom Energy Corporation,http://www.bloomenergy.com,"4353 North First Street San Jose, CA 95134 United States 408 543 1500 http://www.bloomenergy.com",1316,Electrical Equipment & Parts,,yahoo
1038,AVAL,Grupo Aval Acciones y Valores S.A.,http://www.grupoaval.com,Carrera 13 # 26A â 47 23rd Floor BogotÃ¡ Colombia 57 1 743 3222 http://www.grupoaval.com,70061,Banks—Regional,,yahoo
1039,RPD,"Rapid7, Inc.",http://www.rapid7.com,"120 Causeway Street Suite 400 Boston, MA 02114 United States 617 247 1717 http://www.rapid7.com",1847,Software—Application,,yahoo
1040,MKSI,"MKS Instruments, Inc.",http://www.mksinst.com,"2 Tech Drive Suite 201 Andover, MA 01810 United States 978 645 5500 http://www.mksinst.com",5400,Scientific & Technical Instruments,,yahoo
1041,FNMAN,Federal National Mortgage Association,http://www.fanniemae.com,"Midtown Center 1100 15th Street, NW Washington, DC 20005 United States 800 232 6643 http://www.fanniemae.com",7700,Mortgage Finance,,yahoo
1042,SHLX,"Shell Midstream Partners, L.P.",http://www.shellmidstreampartners.com,"150 North Dairy Ashford Houston, TX 77079 United States 832 337 2034 http://www.shellmidstreampartners.com",0,Oil & Gas Midstream,,yahoo
1043,APG,APi Group Corporation,http://www.apigroupinc.com,"1100 Old Highway 8 NW New Brighton, MN 55112 United States 651 636 4320 http://www.apigroupinc.com",13000,Engineering & Construction,,yahoo
1044,EPR-PG,EPR Properties,http://www.eprkc.com,"909 Walnut Street Suite 200 Kansas City, MO 64106 United States 816-472-1700 http://www.eprkc.com",53,REIT—Retail,,yahoo
1045,ITVPY,ITV plc,http://www.itv.com,2 Waterhouse Square 140 Holborn London EC1N 2AE United Kingdom  http://www.itv.com,6273,Broadcasting,,yahoo
1046,ASGN,ASGN Incorporated,http://www.asgn.com,"4400 Cox Road Suite 110 Glen Allen, VA 23060 United States 888 482 8068 http://www.asgn.com",4200,Staffing & Employment Services,,yahoo
1047,DV,"DoubleVerify Holdings, Inc.",http://www.doubleverify.com,"233 Spring Street New York, NY 10013 United States 212 631 2111 http://www.doubleverify.com",633,Software—Application,,yahoo
1048,BDRPF,Bombardier Inc.,http://www.bombardier.com,"400 COte-Vertu Road West Dorval, QC H4S 1Y9 Canada  http://www.bombardier.com",45550,Aerospace & Defense,,yahoo
1049,WHGLY,WH Group Limited,http://www.wh-group.com,International Commerce Centre Level 76 Unit 7602Bâ7604A 1 Austin Road West Kowloon Hong Kong 852 2868 2828 http://www.wh-group.com,106000,Packaged Foods,,yahoo
1050,CHX,ChampionX Corporation,http://www.championx.com,"Building 4 12th Floor, Suite 1200 2445 Technology Forest Boulevard The Woodlands, TX 77381 United States 281-403-5772 http://www.championx.com",6600,Oil & Gas Equipment & Services,,yahoo
1051,SGGKF,Singapore Technologies Engineering Ltd,http://www.stengg.com,"No. 07-01, ST Engineering Hub 1 Ang Mo Kio Electronics Park Road Singapore 567710 Singapore 65 6722 1818 http://www.stengg.com",23103,Aerospace & Defense,,yahoo
1052,ONTTF,Oxford Nanopore Technologies Limited,http://nanoporetech.com,Gosling Building Edmund Halley Road Oxford Science Park Oxford OX4 4DQ United Kingdom 44 84 5034 7900 http://nanoporetech.com,527,Biotechnology,,yahoo
1053,KAJMY,Kajima Corporation,http://www.kajima.co.jp,"3-1, Motoakasaka 1-chome Minato-ku Tokyo 107-8388 Japan 81 3 5544 1111 http://www.kajima.co.jp",18905,Engineering & Construction,,yahoo
1054,DROOF,Deliveroo plc,http://corporate.deliveroo.co.uk,The River Building Level 1 Cannon Bridge House 1 Cousin Lane London EC4R 3TE United Kingdom  http://corporate.deliveroo.co.uk,2060,Internet Retail,,yahoo
1055,TKGBY,Turkiye Garanti Bankasi A.S.,http://www.garantibbva.com.tr,Levent Nispetiye Mah.Aytar Cad. No:2 Besiktas Istanbul 34340 Turkey 90 212 318 18 18 http://www.garantibbva.com.tr,18486,Banks—Regional,,yahoo
1056,SHMAY,Shimao Group Holdings Limited,http://www.shimaogroup.hk,Lippo Centre 38th Floor Tower One 89 Queensway Hong Kong Hong Kong 852 2511 9968 http://www.shimaogroup.hk,30418,Real Estate—Development,,yahoo
1057,CHPT,"ChargePoint Holdings, Inc.",http://www.chargepoint.com,"240 East Hacienda Avenue Campbell, CA 95008-6901 United States 408 841 4500 http://www.chargepoint.com",1045,Specialty Retail,,yahoo
1058,MAKSY,Marks and Spencer Group plc,http://corporate.marksandspencer.com,Waterside House 35 North Wharf Road London W2 1NW United Kingdom 44 20 7935 4422 http://corporate.marksandspencer.com,69577,Department Stores,,yahoo
1059,WTFC,Wintrust Financial Corporation,http://www.wintrust.com,"9700 West Higgins Road Suite 800 Rosemont, IL 60018 United States 847 939 9000 http://www.wintrust.com",5096,Banks—Regional,,yahoo
1060,LTHM,Livent Corporation,http://www.livent.com,"1818 Market Street Suite 2550 Philadelphia, PA 19103 United States 215 299 5900 http://www.livent.com",906,Specialty Chemicals,,yahoo
1061,MAPIF,Mapletree Industrial Trust,http://www.mapletreeindustrialtrust.com,"10 Pasir Panjang Road No.13-01, Mapletree Business City Singapore 117438 Singapore 65 6377 6111 http://www.mapletreeindustrialtrust.com",193,REIT—Industrial,,yahoo
1062,VGPBF,VGP NV,http://www.vgpparks.eu,Uitbreidingstraat 72 bus 7 Antwerp 2600 Belgium 32 3 289 14 30 http://www.vgpparks.eu,300,Real Estate Services,,yahoo
1063,COLM,Columbia Sportswear Company,http://www.columbia.com,"14375 Northwest Science Park Drive Portland, OR 97229 United States 503 985 4000 http://www.columbia.com",7275,Apparel Manufacturing,,yahoo
1064,MNGPF,Man Group plc,http://www.man.com,22 Grenville Street St Helier JE4 8PX Jersey  http://www.man.com,1444,,,yahoo
1065,ATH-PA,Athene Holding Ltd.,http://www.athene.com,Washington House Second Floor 16 Church Street Hamilton HM 11 Bermuda 441-279-8400 http://www.athene.com,1350,Insurance—Diversified,,yahoo
1066,SLLDY,Sanlam Limited,http://www.sanlam.co.za,2 Strand Road Bellville 7530 South Africa 27 21 947 9111 http://www.sanlam.co.za,20920,Insurance—Life,,yahoo
